"Adj??" "AdjMS" "Adj?P" "Adv" "AdvGP" "CCoord" "CCoordAdj" "CCoordPrepDe" "CSub" "Det" "Det??" "DetFS" "DetMP" "DetMS" "Elim" "Nom??" "NomFS" "NomInc" "NomM?" "NomMS" "Nom?P" "NomPr" "NomPrXXInc" "NomPrXXPrenom" "Nom?S" "NomXXDate" "Ppa??" "PpaFP" "PpaFS" "PpaMP" "PpaMS" "PpaMSp" "Ppr" "Prep" "PrepDet" "Pro" "ProRel" "Typo" "VCONJP" "VCONJS" "VINF" "AdjFS" "CCoordNom" "CCoordNomPr" "CCoordVCONJP" "CCoordVCONJS" "DetNum" "NomMP" "NomXXMes" "NomXXMon" "TypoCoordNom" "TypoCoordPpa" "TypoCoordPrepDe" "VCONJPp" "CCoordAdv" "CCoordPrep" "CCoordVCONJSp" "NomXXNum" "TypoCoordPrep" "TypoCoordVCONJSp" "VCONJSp" "AdjFP" "AdjM?" "CCoordCSub" "CCoordNomXXDate" "VINFp" "AdjMP" "CCoordDet" "CCoordProRel" "CCoordVINF" "TypoCoordNomPr" "TypoCoordVCONJS" "NomFP" "Adj?S" "CCoordNomXXNum" "TypoCoordAdj" "CCoordPpa" "TypoCoordVINF" "CCoordPrepDet" "TypoCoordPrepDet" "Pprp" "TypoCoordAdv" "NomXXAdr" "TypoCoordVCONJP" "CCoordVCONJPp" "TypoCoordProRel" "TypoCoordNomXXDate" "CCoordPpr" "NomXXHeure" "NomXXUrl" "CCoordVINFp" "TypoCoordNomXXNum" "NomXXMail"
"421" 89 5 4 62 15 9 5 7 27 15 185 6 9 16 0 3 67 19 0 56 90 22 8 3 79 5 0 4 9 5 10 0 12 247 5 72 20 197 27 69 26 3 7 1 0 0 0 1 0 0 1 0 0 1 1 6 0 1 0 0 6 3 0 1 0 7 2 0 0 0 0 0 4 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"422" 16 1 2 11 6 1 2 1 1 0 24 2 0 2 0 0 10 4 0 12 12 4 7 5 14 6 0 1 4 2 6 0 0 53 1 10 3 30 2 10 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"423" 73 6 2 90 10 17 1 0 28 8 103 5 6 22 2 2 34 2 0 48 39 23 43 2 57 10 5 0 1 2 21 1 4 140 4 109 15 210 19 96 36 1 4 0 0 1 3 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"424" 63 2 5 29 6 12 5 5 6 4 68 3 5 2 2 2 22 2 0 41 31 18 30 12 60 21 1 1 3 1 7 1 3 135 3 22 11 114 10 32 8 0 6 2 1 2 0 3 0 0 0 0 0 0 0 3 0 2 1 0 1 3 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"425" 38 1 2 12 9 4 1 6 8 3 51 6 8 13 0 2 16 1 0 30 35 10 8 6 37 9 0 0 2 0 20 0 3 99 0 21 5 75 2 26 11 1 5 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 1 1 0 0 0 0 1 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"426" 27 0 7 7 7 5 2 0 3 0 49 5 0 5 0 4 26 0 0 18 22 5 23 1 25 8 2 0 4 2 10 1 2 84 0 18 8 71 1 26 7 2 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"427" 107 2 21 76 12 26 5 5 22 14 258 18 8 31 1 7 81 10 0 114 93 27 135 33 129 35 0 2 6 6 64 2 10 362 4 110 35 323 24 127 50 1 4 2 0 5 4 2 1 0 0 0 1 0 0 3 0 4 2 0 4 0 3 0 0 0 0 0 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0
"428" 24 1 3 11 2 3 0 0 6 3 37 1 1 3 0 0 6 1 0 19 9 17 10 7 19 10 1 0 0 0 18 1 2 59 0 15 6 55 2 21 8 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"429" 26 2 1 46 7 8 0 0 13 9 59 6 1 6 0 0 28 0 0 21 16 6 8 2 26 2 1 0 3 2 14 0 5 67 0 50 16 83 15 35 21 2 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 6 0 0 4 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"430" 24 0 6 21 3 7 2 2 10 4 52 10 1 6 0 2 26 1 0 25 16 15 16 11 25 9 4 1 9 0 7 0 1 83 3 22 5 82 4 31 9 7 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"431" 63 4 7 56 13 11 2 2 15 5 100 2 2 4 0 8 36 0 0 35 40 4 0 0 35 11 2 0 3 8 6 0 3 113 1 41 8 106 20 38 12 0 6 0 0 1 7 0 8 0 1 0 0 1 0 5 0 3 1 0 1 2 0 0 3 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"432" 21 0 4 30 5 4 0 0 6 2 46 3 5 2 0 2 15 2 0 19 20 13 22 12 22 11 0 2 3 2 9 0 1 71 0 36 4 130 5 39 14 0 2 0 0 1 4 0 2 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"433" 72 3 7 73 11 14 2 3 24 10 81 6 12 10 0 3 26 45 0 38 31 9 35 2 46 5 3 1 4 3 22 0 2 111 1 107 19 172 28 68 30 2 3 1 0 2 2 1 4 0 0 0 1 0 0 1 0 3 0 0 1 0 2 2 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"434" 32 0 1 43 7 13 2 0 8 4 67 4 5 7 1 0 33 1 0 30 20 13 3 2 35 3 0 4 3 1 9 4 1 81 1 40 8 72 18 31 11 0 3 0 1 1 0 0 1 0 0 0 0 0 0 1 0 3 0 0 2 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"435" 54 0 3 37 3 7 0 1 14 7 86 4 5 7 0 1 36 0 0 25 34 12 10 5 48 3 1 2 2 2 9 2 1 114 0 45 8 81 21 43 19 2 3 2 0 2 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"436" 62 0 4 35 8 8 4 2 10 4 79 1 10 10 0 5 33 1 0 22 37 11 12 1 47 3 2 2 5 3 7 0 2 115 1 43 2 89 12 31 27 1 2 1 0 0 0 1 0 1 2 0 0 1 1 0 0 2 0 0 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"437" 40 2 3 36 8 4 1 2 13 4 62 2 1 7 1 2 19 1 0 31 27 11 17 11 25 14 1 1 2 1 18 1 0 96 0 51 6 145 7 47 16 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"438" 19 0 0 4 4 2 0 2 1 3 35 2 3 4 0 2 12 0 0 12 17 3 16 5 23 6 7 2 0 1 4 1 1 57 1 9 4 34 5 9 7 0 3 1 0 1 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"439" 25 0 2 7 5 2 0 3 3 3 43 1 0 2 0 0 16 1 0 17 13 3 16 9 34 9 1 0 0 2 13 0 3 60 4 10 3 55 2 14 5 0 1 1 0 2 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"440" 29 0 4 19 7 4 0 2 4 2 44 4 7 5 0 0 28 0 0 30 24 23 6 22 24 11 1 0 9 0 7 2 0 93 2 27 10 95 6 28 6 1 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"441" 48 2 3 19 4 5 2 3 2 4 47 3 1 4 0 0 19 3 0 17 20 8 17 11 41 10 1 0 1 0 15 0 3 83 0 16 5 58 1 19 3 1 2 2 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"442" 71 2 5 76 9 20 0 1 21 7 108 3 9 6 2 2 45 35 0 33 40 20 15 4 49 5 1 1 3 1 19 3 5 145 2 101 23 172 22 81 37 1 4 0 0 0 1 0 1 1 1 0 0 0 0 1 0 6 2 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"443" 64 1 7 79 15 19 5 1 23 16 138 10 12 11 3 6 70 6 0 55 44 7 31 16 67 7 2 2 11 4 23 1 7 182 0 130 26 229 16 109 34 0 3 1 0 0 0 1 0 0 0 0 0 1 0 0 0 4 0 0 2 0 3 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"444" 102 1 14 139 29 30 3 2 38 12 225 7 0 6 1 7 71 5 0 99 63 100 19 26 72 4 1 3 6 4 39 3 4 235 4 175 31 325 25 151 26 5 9 2 0 2 0 1 0 0 1 0 0 1 0 1 0 5 0 0 6 0 3 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"445" 277 23 32 342 68 84 9 14 62 33 512 36 31 54 0 28 218 32 0 233 159 128 113 68 263 79 12 6 20 5 108 2 25 818 12 367 79 953 46 357 139 9 12 2 0 7 1 5 2 1 1 0 1 1 1 5 0 15 2 0 19 1 3 0 0 3 0 0 1 0 1 1 1 7 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"446" 110 1 13 139 24 48 2 5 34 10 204 8 12 25 2 9 70 9 0 110 67 27 51 12 110 24 2 2 16 2 47 1 8 293 7 192 51 457 25 157 65 1 7 2 0 3 3 0 0 0 0 0 3 0 0 1 0 5 0 0 2 4 3 0 1 0 0 0 0 0 1 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"447" 31 2 7 30 7 3 0 3 13 3 65 5 6 8 0 4 21 2 0 44 21 7 31 23 44 12 1 0 2 0 11 0 1 101 1 49 7 148 8 50 13 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 2 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"448" 37 0 2 38 6 16 1 4 6 10 52 7 4 10 4 4 22 3 0 36 37 17 55 34 42 6 1 0 3 8 21 0 6 109 7 41 17 108 7 46 7 0 4 5 0 0 0 0 0 0 0 0 0 0 1 1 0 3 0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"449" 39 5 8 75 8 18 0 5 9 8 78 3 4 10 1 4 27 0 0 39 38 15 55 20 60 7 5 1 5 3 45 2 4 162 6 117 17 175 10 106 24 2 3 1 0 2 0 1 0 0 0 0 0 0 0 3 0 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"450" 59 3 0 62 19 19 3 6 18 8 98 6 5 10 1 8 36 0 0 32 31 8 28 1 41 1 1 0 7 1 14 2 1 117 0 85 18 165 30 58 36 0 3 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 1 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"451" 78 2 5 55 9 19 0 1 21 13 126 5 4 9 1 7 48 19 0 47 76 18 8 1 51 7 4 1 5 2 9 1 3 156 3 61 12 126 19 65 31 3 6 2 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 2 0 2 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"452" 113 5 5 57 7 20 4 0 18 10 171 10 11 24 0 9 63 4 1 70 87 28 13 4 81 15 2 4 8 13 18 2 4 245 2 79 24 160 38 77 65 3 3 4 0 0 0 2 0 1 0 0 0 4 0 5 1 3 0 0 7 2 1 0 0 2 1 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"453" 38 2 1 39 5 11 2 4 9 0 60 5 4 5 0 3 25 0 0 26 30 8 13 7 24 8 0 0 0 0 14 1 1 82 0 32 8 84 15 36 10 1 2 2 0 1 3 0 2 1 3 0 0 0 0 0 0 1 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"454" 33 2 2 47 6 6 1 5 14 9 50 8 5 11 0 3 24 12 0 39 26 3 12 3 27 1 2 0 9 1 20 2 2 100 0 62 11 71 10 45 19 2 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"455" 20 1 4 17 3 5 4 1 6 4 32 0 3 0 0 1 9 0 0 9 19 10 10 0 37 8 0 0 0 3 11 0 1 70 4 18 7 50 5 14 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"456" 40 2 1 53 6 14 2 3 9 6 72 3 5 16 0 5 28 0 0 41 28 2 20 2 57 6 0 1 1 4 15 0 3 120 0 54 13 142 4 53 24 1 4 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"457" 84 0 0 124 12 18 3 1 40 13 134 11 4 20 1 11 56 6 0 58 60 34 5 0 64 4 5 0 10 2 26 4 3 198 3 171 30 199 33 116 39 2 5 0 0 1 0 2 0 0 0 0 0 1 0 2 0 0 0 0 5 1 2 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"458" 59 6 8 65 33 17 0 2 18 6 131 10 5 10 0 3 52 3 0 64 40 32 63 18 79 12 2 2 1 1 19 2 8 233 0 93 30 203 6 96 30 0 3 4 0 0 0 0 0 0 2 0 1 0 0 0 0 5 0 0 2 1 1 1 0 1 0 0 0 1 1 0 1 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"459" 117 2 13 121 24 36 7 2 25 11 212 22 6 24 4 14 105 4 0 96 59 63 91 50 94 22 3 0 5 6 51 3 9 306 2 160 54 377 29 162 60 4 8 0 0 3 3 1 0 2 2 0 0 1 0 2 0 7 0 0 8 0 3 0 0 1 3 0 3 3 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"460" 155 1 5 132 23 34 1 0 35 24 246 11 5 17 0 8 81 9 0 85 84 14 26 25 113 10 7 4 12 0 29 1 4 220 6 174 38 308 45 166 38 0 6 0 0 3 7 0 0 0 0 0 0 1 0 1 0 3 0 0 5 5 4 0 0 1 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"461" 34 0 2 8 4 4 0 1 5 3 37 2 0 1 0 1 16 0 0 12 12 12 17 4 28 11 0 0 4 0 10 0 1 63 1 21 7 68 0 23 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"462" 33 0 4 24 6 7 1 4 8 7 53 2 5 8 0 2 29 1 0 15 43 0 0 0 30 6 4 3 2 10 3 1 1 98 1 26 4 59 13 18 17 1 3 0 0 0 1 2 0 1 1 0 0 5 0 2 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"463" 22 0 1 10 6 6 0 0 1 3 31 1 0 4 0 0 12 1 0 14 5 12 18 13 32 7 0 0 1 0 3 0 0 39 1 13 4 54 2 17 3 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"464" 71 3 7 90 17 22 2 4 19 16 166 13 9 18 0 5 67 1 0 47 75 23 15 9 93 7 3 6 13 17 24 5 2 235 1 122 26 203 34 88 49 4 5 1 0 0 0 3 0 0 1 0 0 7 0 4 0 6 1 0 5 4 2 0 0 1 0 0 0 2 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"465" 43 1 3 18 8 7 0 1 4 10 55 1 2 7 0 4 27 2 0 29 31 12 23 12 42 11 1 2 2 3 19 2 6 131 4 27 15 96 3 30 19 0 3 1 0 1 2 0 0 0 0 0 0 0 0 4 0 0 1 0 10 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"466" 96 4 4 88 19 16 3 3 30 18 123 8 17 9 1 8 53 15 0 46 95 9 15 0 61 10 6 3 5 12 20 4 12 224 9 89 28 153 26 82 42 1 2 0 0 0 0 4 0 0 0 0 1 1 0 0 0 2 0 0 1 0 2 0 0 2 2 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"467" 20 1 2 6 7 2 0 0 1 2 40 0 5 1 2 0 14 4 0 9 21 6 21 1 9 4 0 1 5 3 5 1 6 36 0 3 1 31 4 5 7 1 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"468" 40 1 2 15 6 8 3 3 6 3 63 4 3 4 2 6 29 6 0 23 37 6 25 2 36 0 2 2 2 2 4 0 2 100 0 15 13 75 8 27 9 3 3 0 0 0 0 1 0 0 2 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"469" 35 1 4 39 6 14 0 1 9 5 73 9 3 6 0 3 31 4 0 29 32 21 51 29 53 20 0 2 4 4 23 0 3 125 1 47 16 147 8 62 21 3 5 13 0 1 9 0 0 1 0 0 0 1 0 0 0 3 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"470" 87 2 21 65 9 26 6 9 16 14 170 11 15 28 1 7 73 5 1 106 116 43 43 32 122 14 1 5 6 8 33 0 11 339 6 91 27 266 14 101 35 1 18 2 0 1 4 0 0 0 5 0 3 0 0 4 0 5 2 0 4 0 1 0 0 1 1 1 1 1 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"471" 84 1 1 108 6 19 1 1 32 16 146 7 4 18 1 6 50 2 0 67 51 35 9 2 56 0 1 1 5 3 31 2 2 142 3 160 46 202 41 125 36 0 4 1 2 0 4 0 3 0 0 0 0 0 2 1 0 0 0 0 8 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"472" 23 1 5 9 5 2 1 1 0 1 21 2 0 7 0 5 12 0 0 19 9 10 15 6 14 5 0 0 2 0 10 1 0 65 1 9 3 40 0 11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"473" 36 1 5 27 6 14 0 1 8 6 81 4 4 7 0 4 31 0 0 27 35 5 11 2 64 19 1 2 3 4 16 1 2 131 1 31 7 77 5 35 15 0 3 0 0 0 4 0 0 0 1 0 0 0 0 1 0 0 0 0 2 1 1 1 4 2 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"474" 37 0 2 4 4 4 0 2 1 4 39 1 0 1 2 3 17 0 0 11 11 15 13 4 37 15 0 1 2 1 7 0 1 80 1 9 5 59 2 14 4 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"475" 58 1 4 72 12 22 1 1 20 14 118 3 4 8 0 4 52 2 0 36 63 1 2 0 64 18 5 5 5 2 11 1 2 173 5 78 16 155 20 70 32 1 4 0 0 0 8 1 5 0 0 0 0 4 0 1 0 1 0 0 4 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"476" 125 2 15 88 18 26 4 4 43 17 196 9 9 17 2 5 70 6 0 61 71 42 15 1 71 9 4 2 7 7 20 1 6 201 2 115 24 196 50 89 36 1 4 5 1 1 4 1 2 0 0 0 0 0 1 3 0 5 0 0 4 0 4 1 0 1 0 0 0 1 2 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"477" 17 0 0 8 7 4 1 2 0 0 26 4 2 5 0 2 10 3 0 15 19 8 36 12 25 6 3 0 1 1 13 0 0 66 0 12 5 35 0 17 8 0 1 3 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"478" 38 1 0 28 4 5 1 3 5 5 50 2 1 3 0 3 15 4 0 22 19 10 14 0 24 0 0 1 3 5 10 0 1 74 0 20 4 45 10 17 7 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"479" 86 4 8 126 23 33 10 6 25 15 164 12 10 12 8 7 64 1 0 49 66 13 5 4 104 2 1 3 10 5 21 1 6 205 5 153 40 298 33 100 65 3 8 0 1 1 0 0 0 0 3 0 0 1 1 7 0 3 2 0 1 2 2 0 0 0 1 0 0 0 0 0 2 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"480" 28 2 5 51 3 14 1 3 28 8 68 4 6 8 2 3 27 5 0 23 44 6 13 0 39 5 2 3 2 8 26 6 1 100 2 74 11 99 37 47 22 1 0 1 0 0 0 0 0 1 0 0 1 3 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"483" 161 1 10 160 22 29 7 10 50 22 239 10 11 16 1 19 122 4 0 82 129 20 24 15 95 5 5 2 9 12 29 5 4 317 5 177 37 274 58 135 68 3 17 2 0 0 0 0 0 0 1 0 1 3 0 2 0 2 0 0 3 1 2 1 0 2 0 0 0 1 1 0 1 1 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"484" 20 1 0 7 8 6 1 1 2 1 28 0 0 0 0 0 12 0 0 8 9 8 10 8 37 18 1 0 2 0 8 0 0 57 0 8 3 53 0 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"485" 45 1 4 67 15 11 3 1 20 13 114 5 4 18 1 3 33 0 0 51 44 13 8 6 68 5 3 2 1 2 23 3 4 146 1 53 13 94 23 53 34 3 8 0 1 0 0 1 0 0 0 0 0 0 0 2 0 2 0 0 1 0 1 1 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"486" 49 0 6 36 18 11 5 3 4 2 93 7 4 5 0 2 39 0 0 32 30 25 37 19 59 12 3 1 6 1 18 0 3 144 1 40 18 127 6 43 24 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 1 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"487" 19 2 0 24 1 1 2 0 8 8 50 2 1 2 1 0 17 0 0 17 17 2 6 0 22 0 0 0 1 3 4 1 1 60 2 30 10 35 9 22 13 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"488" 130 3 5 91 15 17 4 3 29 15 241 8 9 4 1 7 85 57 0 77 65 34 16 3 88 4 4 4 7 1 31 5 4 215 3 116 22 208 36 112 22 6 9 2 2 1 1 1 0 0 1 0 1 1 0 2 0 3 0 0 4 0 3 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"489" 38 1 4 25 8 9 2 1 7 5 70 6 2 4 0 2 30 4 0 21 30 11 30 8 31 13 1 0 3 1 18 0 2 102 1 37 4 95 2 39 6 2 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 4 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"490" 18 1 4 9 2 0 2 0 0 4 18 0 2 3 2 1 7 0 0 7 19 6 19 5 7 11 2 1 2 0 7 1 0 35 1 13 6 49 4 13 3 0 3 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"493" 34 1 4 61 9 8 0 0 18 3 67 10 3 10 1 2 34 3 0 36 26 6 24 14 33 16 1 2 13 1 15 2 8 95 1 55 16 111 4 59 14 3 2 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 2 1 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
